mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_l2_regularization,param_learning_rate,param_max_iter,param_max_leaf_nodes,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,CV_RMSE
0.048035478591918944,0.0005459406810440314,0.0041750907897949215,0.00020087891414102312,0.1,0.01,100,7,10,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 7, 'min_samples_leaf': 10}",-1.2829721619673304,-1.2472665881604392,-1.138215564085915,-1.2027162573033732,-1.26213522914982,-1.2266611601333754,0.05147796421000825,211,-1.2076176601592763,-1.2151089123282763,-1.225392657793834,-1.2196618222166138,-1.211458149257255,-1.2158478403510509,0.006216128476757433,1.2266611601333754
0.049696922302246094,0.0015535923647074994,0.004090070724487305,7.021109390840266e-05,0.1,0.01,100,7,20,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 7, 'min_samples_leaf': 20}",-1.2829721619673304,-1.2472665881604392,-1.138215564085915,-1.2027162573033732,-1.26213522914982,-1.2266611601333754,0.05147796421000825,211,-1.2076176601592763,-1.2151089123282763,-1.225392657793834,-1.2196618222166138,-1.211458149257255,-1.2158478403510509,0.006216128476757433,1.2266611601333754
0.08876900672912598,0.002025304762518577,0.004946327209472657,0.00022543631397488898,0.1,0.01,100,15,10,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 15, 'min_samples_leaf': 10}",-1.2610430227503266,-1.2115579117714277,-1.1030477111209829,-1.1672228014274992,-1.231809518700227,-1.1949361931540925,0.0551680374804675,205,-1.162183094697533,-1.1712979486224162,-1.1852475738712247,-1.175434841917418,-1.1699083247763302,-1.1728143567769844,0.007552748887203834,1.1949361931540925
0.08316650390625,0.0018761296156028953,0.0048907756805419925,0.0002285666878986145,0.1,0.01,100,15,20,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 15, 'min_samples_leaf': 20}",-1.2614129909488871,-1.2110647332958369,-1.10249825430974,-1.1663508798130091,-1.2349032096781887,-1.1952460136091325,0.05592507415286928,206,-1.1629681262548948,-1.1724133722380454,-1.1859693060694156,-1.1767875233604563,-1.1715208143136249,-1.1739318284472875,0.0075016974761172315,1.1952460136091325
0.14247984886169435,0.0021339093012534846,0.00566253662109375,0.00015662794915157288,0.1,0.01,100,31,10,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 10}",-1.2462671930632276,-1.1909044467526384,-1.0879610159505408,-1.1554843867335596,-1.2172803035078907,-1.1795794692015715,0.05471996804279913,199,-1.130532246542901,-1.1355357563824064,-1.1513102078412325,-1.1412681516827785,-1.13552588116947,-1.1388344487237578,0.007103830334770078,1.1795794692015715
0.12888898849487304,0.00210534584519466,0.005720186233520508,0.00012968063214225336,0.1,0.01,100,31,20,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 20}",-1.2492237351134041,-1.194485659464629,-1.0902657917449836,-1.154736869246603,-1.221617185180788,-1.1820658481500814,0.05550291019265539,200,-1.1336129268059854,-1.1389411294805192,-1.1548885044828567,-1.1447845799495906,-1.1402022721728005,-1.1424858825783506,0.007150084403109563,1.1820658481500814
0.09110383987426758,0.00045865167476838133,0.006668472290039062,6.600993719997352e-05,0.1,0.01,200,7,10,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 200, 'max_leaf_nodes': 7, 'min_samples_leaf': 10}",-0.9419996342240856,-0.854313501909665,-0.8072336168596785,-0.8306797288807161,-0.915625758342393,-0.8699704480433077,0.05098513819120147,194,-0.8320523976664328,-0.8511165576294126,-0.8540707632810847,-0.8543333128078944,-0.8374831182308582,-0.8458112299231365,0.009248299297534608,0.8699704480433077
0.08857016563415528,0.0013752858538184096,0.006650495529174805,0.0001055338127193376,0.1,0.01,200,7,20,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 200, 'max_leaf_nodes': 7, 'min_samples_leaf': 20}",-0.9420087413654082,-0.8537545096252032,-0.8076937295799702,-0.8307830010724765,-0.9151742675814538,-0.8698828498449025,0.05081311830582674,193,-0.8320543666534751,-0.8514903843583013,-0.8542132631565472,-0.8545705276169515,-0.8380595772403464,-0.8460776238051244,0.009258043329728221,0.8698828498449025
0.16050367355346679,0.002596494863852992,0.00829005241394043,0.00010916697028165754,0.1,0.01,200,15,10,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 200, 'max_leaf_nodes': 15, 'min_samples_leaf': 10}",-0.9210868816602156,-0.821669843839448,-0.7702699509121094,-0.8035359017872289,-0.8845387669623948,-0.8402202690322793,0.05492985777665164,187,-0.7671626278489699,-0.7856341910598426,-0.7931081193762174,-0.7836532548710463,-0.7744759717202635,-0.780806832975268,0.009044017785943053,0.8402202690322793
0.15369467735290526,0.0009216805326854863,0.008330965042114257,0.00022785401035938242,0.1,0.01,200,15,20,"{'l2_regularization': 0.1, 'learning_rate': 0.01, 'max_iter': 200, 'max_leaf_nodes': 15, 'min_samples_leaf': 20}",-0.9222226289048892,-0.8244780934058974,-0.7726397517443794,-0.8012108682116491,-0.8847950407593337,-0.8410692766052297,0.05485320226320057,189,-0.7692329362443547,-0.7889347376969315,-0.7954850095031385,-0.7886606971867256,-0.7789314727571167,-0.7842489706776534,0.00918069045414925,0.8410692766052297
