mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,CV_RMSE
0.10208392143249512,0.04219773063861447,0.023428964614868163,0.02493475422282104,0.8,0.01,2,80,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 80, 'subsample': 0.8}",-1.552922965305371,-1.537258761362035,-1.4180220264459453,-1.490757892670338,-1.5234743896921659,-1.504487207095171,0.04784397994463621,720,-1.4883178977012428,-1.4921250829356398,-1.5069700279075056,-1.498712923073317,-1.4930969834264674,-1.4958445830088345,0.006481325094421931,1.504487207095171
0.08130416870117188,0.009339591816820118,0.01743454933166504,0.01658315483738816,0.8,0.01,2,80,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 80, 'subsample': 0.9}",-1.5538071463141339,-1.5361709166423299,-1.4190985474514397,-1.4888653067501425,-1.5229351475208894,-1.504175412935787,0.047563476006985926,718,-1.4884995506162537,-1.4912841718071677,-1.5073704652448419,-1.4980501801598542,-1.492455673188714,-1.4955320082033663,0.006685112804000959,1.504175412935787
0.07486524581909179,0.037224583272399504,0.03316388130187988,0.028514316214564697,0.8,0.01,2,80,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 80, 'subsample': 1.0}",-1.5526699139808162,-1.5362910044311928,-1.4191015555107318,-1.4898238716663708,-1.5244378407256485,-1.504464837262952,0.047406334915127274,719,-1.488142046407407,-1.4918649787041258,-1.507025384007079,-1.4975580269853817,-1.4928398657784208,-1.4954860603764828,0.006503816648502645,1.504464837262952
0.1485849380493164,0.021220301170204552,0.007353496551513672,0.0003219173671499182,0.8,0.01,2,120,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 120, 'subsample': 0.8}",-1.2769324876434602,-1.2367758278419243,-1.1373401166179558,-1.194430472469391,-1.2477361446538895,-1.2186430098453243,0.04851655432280492,683,-1.196327197477216,-1.208952092845476,-1.2178001598157735,-1.2120254134793584,-1.202221247503519,-1.2074652222242686,0.00750162555297616,1.2186430098453243
0.13182806968688965,0.04194763641913436,0.009174633026123046,0.004881134411673692,0.8,0.01,2,120,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 120, 'subsample': 0.9}",-1.2787764256106038,-1.234898779556292,-1.1380313511619091,-1.1932970155697737,-1.2473427903688783,-1.2184692724534913,0.04867127111694785,682,-1.1973868527217368,-1.2080669618359454,-1.217480770272719,-1.211627917837808,-1.2015212609967951,-1.2072167527330009,0.0071357809594308165,1.2184692724534913
0.08249773979187011,0.014410307111483908,0.007165670394897461,0.0016347807341713107,0.8,0.01,2,120,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 120, 'subsample': 1.0}",-1.2794044045658757,-1.2338030394895307,-1.1385476704443238,-1.1947583556705514,-1.2479806352920018,-1.2188988210924567,0.04851367385776625,684,-1.1973862403114912,-1.20870868980909,-1.2176962721404454,-1.211469792572463,-1.201940032612006,-1.2074402054890991,0.007132568193291887,1.2188988210924567
0.1896437644958496,0.04739359651602854,0.006420564651489258,0.0003094002058738945,0.8,0.01,2,160,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 160, 'subsample': 0.8}",-1.1125876029570494,-1.046977218810423,-0.9675209649177239,-1.0127668598065207,-1.0796789303137808,-1.0439063153610995,0.05061742219627219,647,-1.017472286689487,-1.0350221364777668,-1.039553051240604,-1.0354626935236537,-1.0225719458810791,-1.0300164227625181,0.008466899120559626,1.0439063153610995
0.17790021896362304,0.09049886991034019,0.009059429168701172,0.002538014664992079,0.8,0.01,2,160,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 160, 'subsample': 0.9}",-1.1149053798825617,-1.044363582446894,-0.9686946493581643,-1.0123973017450303,-1.0786151978497056,-1.043795222256471,0.05078451282295342,646,-1.0180608212292257,-1.0342119681244428,-1.0399813724375233,-1.035268024256588,-1.0219530209511396,-1.0298950413997838,0.008394799947352892,1.043795222256471
0.1295152187347412,0.020576121165431116,0.010152673721313477,0.004519879526050714,0.8,0.01,2,160,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 160, 'subsample': 1.0}",-1.1159298928690442,-1.044590006328034,-0.9681005392943901,-1.0150063262188895,-1.0779626909974471,-1.0443178911415611,0.050849932067301394,648,-1.0178373464794,-1.034638836419977,-1.0400202501474185,-1.035495150723628,-1.0219591706246842,-1.0299901508790215,0.00854055607677535,1.0443178911415611
0.38491411209106446,0.19838882145272999,0.019414663314819336,0.019614929281531773,0.8,0.01,2,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 200, 'subsample': 0.8}",-1.0114716449621381,-0.9277176865322831,-0.8652493661802287,-0.9029288015642236,-0.9763945664474905,-0.9367524131372728,0.05194769029010132,614,-0.9073815666132438,-0.9279805262885008,-0.9303009655433533,-0.92713969324974,-0.9117104640790977,-0.9209026431547871,0.009430178728557592,0.9367524131372728
