mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,CV_RMSE
0.2576136112213135,0.014120629799896532,0.007797098159790039,0.0046384335547049885,0.8,0.01,4,160,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 160, 'subsample': 0.8}",-87.45141100678742,-82.04222113529454,-77.5699498476305,-86.23103489372272,-80.93598374880304,-82.84612012644764,3.5999777625565765,603,-76.48364533668752,-77.52163345537441,-77.88680730051057,-77.14604187301596,-77.89041906649219,-77.38570940641613,0.5282927976012267,82.84612012644764
0.3008766174316406,0.04317704222258559,0.014203929901123047,0.006518152089083876,0.8,0.01,4,160,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 160, 'subsample': 0.9}",-86.48757841224175,-81.4182649585451,-77.15122723985638,-85.86250094569625,-80.76654250135486,-82.33722281153887,3.460032016538082,602,-76.00465277418336,-76.93580229956343,-77.09148540537021,-76.50122999628047,-77.12916462579904,-76.7324670202393,0.4268003198096209,82.33722281153887
0.24009122848510742,0.02115271208227858,0.0062255859375,0.0005461771158329513,0.8,0.01,4,160,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 160, 'subsample': 1.0}",-85.84098237007467,-80.56177538798642,-77.37165242967198,-85.30820083766649,-80.12092862989151,-81.84070793105822,3.243191915806008,601,-75.5932060106123,-76.37140041126779,-76.78149849307273,-75.98287304606572,-76.41568504531978,-76.22893260126766,0.4062502233364215,81.84070793105822
0.428696870803833,0.10154300944611297,0.01383194923400879,0.005593147096067965,0.8,0.01,4,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 200, 'subsample': 0.8}",-77.84495530501972,-71.6103449532252,-67.87655089023133,-75.28718302948326,-70.02580347862403,-72.52896753131671,3.595056524240102,578,-65.15160019654395,-66.08356574000369,-66.23955859411048,-65.87852348449935,-66.52597629009212,-65.97584486104992,0.4631725439374768,72.52896753131671
0.358013916015625,0.012308525117489436,0.008951330184936523,0.0025617910711215547,0.8,0.01,4,200,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 200, 'subsample': 0.9}",-76.59374302938313,-70.99686072191174,-67.3179151325875,-74.81668886972327,-69.82346896674407,-71.90973534406996,3.366332340215412,576,-64.59374505489885,-65.38064409984385,-65.38279228374458,-65.11907952005949,-65.65354844607049,-65.22596188092345,0.35846187774040794,71.90973534406996
0.375827693939209,0.043752279051467835,0.009647798538208009,0.004565802693847192,0.8,0.01,4,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 200, 'subsample': 1.0}",-76.55282349638027,-70.09160797730598,-67.46596055577116,-73.94447424715948,-69.16645227935832,-71.44426371119505,3.3224519335227076,572,-64.1932492081033,-64.8066658584414,-65.04563930076625,-64.58183534613575,-64.91439148051128,-64.7083562387916,0.299071214055827,71.44426371119505
0.5282131195068359,0.07848473502148785,0.01625819206237793,0.01615384017200901,0.8,0.01,4,240,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 240, 'subsample': 0.8}",-70.53852671735535,-63.535021585054984,-60.65825484658481,-67.16276132625379,-61.877746945316865,-64.75446228411315,3.6275817778382535,534,-56.704734800894684,-57.53523696358346,-57.460525989469716,-57.29876184874027,-57.949387763426536,-57.38972947322293,0.40420162990255826,64.75446228411315
0.45435304641723634,0.029582107276977153,0.007229757308959961,0.0009622686255963905,0.8,0.01,4,240,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 240, 'subsample': 0.9}",-69.35685118987517,-62.98986680791577,-60.006709649684844,-66.59888123843179,-61.85958457375857,-64.16237869193323,3.3724269969424916,529,-56.18210860860694,-56.84264174938714,-56.61210853236867,-56.61305306417807,-57.15003093138577,-56.67998857718533,0.3176061698604364,64.16237869193323
0.41875629425048827,0.026845368865731585,0.006570148468017578,0.0005501252005137425,0.8,0.01,4,240,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 240, 'subsample': 1.0}",-69.34141919286708,-62.020571236485026,-60.15155849797617,-66.08863955629606,-61.49482583286596,-63.81940286329806,3.3980769677314338,526,-55.700419828036935,-56.15844479245025,-56.29868853648039,-56.097952142648204,-56.403585474755616,-56.13181815487428,0.24069216913876226,63.81940286329806
0.2882865905761719,0.06162745672839357,0.006987524032592773,0.001292342003292546,0.8,0.01,5,80,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 80, 'subsample': 0.8}",-120.37263378921286,-115.81112013458899,-111.78689037337676,-123.29855791936552,-116.21178449547905,-117.49619734240464,3.97559209481642,690,-112.70007716808212,-113.76137984616419,-114.38012355322901,-112.95160385242889,-114.00158289788753,-113.55895346355835,0.6352573673322119,117.49619734240464
0.2600399494171143,0.021739717079147465,0.011559295654296874,0.007981551299786257,0.8,0.01,5,80,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 80, 'subsample': 0.9}",-120.43000995820255,-115.33606215744499,-111.39004320888198,-123.59617110705824,-115.92377735989115,-117.33521275829578,4.245260018738969,688,-112.30697094002205,-113.20274443780396,-113.7382617820046,-112.41683774578075,-113.57530185597774,-113.04802335231781,0.5875277478045208,117.33521275829578
0.24192700386047364,0.049375671820804434,0.01677556037902832,0.010291988246539771,0.8,0.01,5,80,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 80, 'subsample': 1.0}",-120.64870840631718,-115.031356286744,-111.05236634816657,-123.248517831555,-115.83024909493446,-117.16223959354343,4.309145182123488,687,-111.86061610283366,-112.6688124734767,-113.34301445509321,-112.00906938811531,-113.07568377751468,-112.59143923940671,0.5794138064485014,117.16223959354343
0.4109376907348633,0.07834735426542191,0.02793707847595215,0.022534465539158312,0.8,0.01,5,120,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 120, 'subsample': 0.8}",-98.96463768507576,-93.6395161519209,-89.44696788020195,-100.07027401246826,-92.95576067191101,-95.01543128031558,3.95704021633017,648,-88.45056908645199,-89.42705517579957,-89.88254912478504,-89.05163181378568,-89.96547103484372,-89.35545524713321,0.5596787309417112,95.01543128031558
0.38776569366455077,0.0668934765704327,0.007957696914672852,0.0026992544370585637,0.8,0.01,5,120,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 120, 'subsample': 0.9}",-99.00723068569607,-93.13729926926499,-89.13126418670288,-100.1969816578056,-92.7674966428499,-94.84805448846389,4.143594194073922,647,-87.93750864274361,-88.77153112991476,-89.17375442209556,-88.42228884477146,-89.3164228703075,-88.72430118196658,0.5030111188521227,94.84805448846389
0.33431286811828614,0.036369829054623964,0.007659626007080078,0.001251044342722071,0.8,0.01,5,120,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 120, 'subsample': 1.0}",-99.27590395992421,-92.5669027321873,-88.69888480992617,-99.56857076688179,-92.79125689352871,-94.58030383248965,4.2137164172494845,645,-87.55340849754806,-88.12999302467072,-88.6076871489663,-87.68739168770162,-88.8729549731439,-88.17028706640613,0.5099826947402862,94.58030383248965
0.49203877449035643,0.034763353053289474,0.009105539321899414,0.0018265686775531308,0.8,0.01,5,160,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 160, 'subsample': 0.8}",-83.4407606712643,-77.62796926074559,-73.514316591795,-83.04572810047529,-75.77413126447318,-78.68058117775067,3.948659245509835,596,-70.6890612246862,-71.49015978627118,-72.01894537443897,-71.42500652376482,-72.2354677079044,-71.57172812341312,0.538114296626923,78.68058117775067
0.49751057624816897,0.05123928424030407,0.00812082290649414,0.0010310972326726875,0.8,0.01,5,160,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 160, 'subsample': 0.9}",-83.42544089755931,-76.80605500392917,-73.03356355522905,-82.59263437217551,-75.58411212713018,-78.28836119120464,4.050665336813286,594,-70.14852529608885,-70.73402651977102,-71.1754531832791,-70.59931651692655,-71.4311383654194,-70.81769197629698,0.4487273892510588,78.28836119120464
0.4835821151733398,0.046366240158283195,0.012342309951782227,0.002909410554109818,0.8,0.01,5,160,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 160, 'subsample': 1.0}",-83.54175671585884,-76.13034648233028,-72.71937261406951,-81.88770976494345,-75.44330034182232,-77.94449718380488,4.092121574647432,592,-69.61978070644301,-70.12673863987253,-70.51379935140565,-69.82233435090593,-70.847389598664,-70.18600852945823,0.44749469654298063,77.94449718380488
