mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_l2_regularization,param_learning_rate,param_max_iter,param_max_leaf_nodes,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,CV_RMSE
0.21229066848754882,0.0014481603184575747,0.01598496437072754,0.0005700328941463383,0.1,0.03,300,7,10,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 300, 'max_leaf_nodes': 7, 'min_samples_leaf': 10}",-0.870616394331344,-0.6601864662075676,-0.6972400311201336,-0.660514955848049,-0.637835585364515,-0.7052786865743219,0.08483731421348986,74,-0.5449791212152343,-0.5554694384224734,-0.5478075093228008,-0.5571094313800965,-0.5562033482350169,-0.5523137697151244,0.004943458064921748,0.7052786865743219
0.2063292980194092,0.001073619848465978,0.016286325454711915,0.0007373284331294893,0.1,0.03,300,7,20,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 300, 'max_leaf_nodes': 7, 'min_samples_leaf': 20}",-0.9056838287707504,-0.7804674048791986,-0.7126591938060058,-0.7566373730082399,-0.6481558649250406,-0.760720733077847,0.08532486752289234,130,-0.6025392101644603,-0.6104556847018707,-0.6104021948077906,-0.6246991179342807,-0.6196742825661752,-0.6135540980349155,0.007778567235528235,0.760720733077847
0.3763406276702881,0.002340443245533496,0.01992654800415039,0.0006712098626991608,0.1,0.03,300,15,10,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 300, 'max_leaf_nodes': 15, 'min_samples_leaf': 10}",-0.8318446947704147,-0.6519439708756736,-0.6769234416122417,-0.6085394939715407,-0.5968685732817388,-0.673224034902322,0.08442900784291033,22,-0.41746338957613915,-0.41874812239041553,-0.4245713483173377,-0.4244727047952244,-0.4202934665421799,-0.4211098063242593,0.0029268302253467725,0.673224034902322
0.37133135795593264,0.003886120193974719,0.021994400024414062,0.0006618054063010332,0.1,0.03,300,15,20,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 300, 'max_leaf_nodes': 15, 'min_samples_leaf': 20}",-0.8497325914484216,-0.777936059316297,-0.6900612093958014,-0.716352233544006,-0.6162963160577657,-0.7300756819524583,0.07917528258887295,107,-0.5121593656260417,-0.5108485569889937,-0.5368784659067565,-0.5296444793372362,-0.5501123524061217,-0.52792864405303,0.014936932981398395,0.7300756819524583
0.6777251720428467,0.003389391843264882,0.026683807373046875,0.0006632274363766374,0.1,0.03,300,31,10,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 10}",-0.8312544900575446,-0.6643454977506191,-0.664378318919088,-0.6508776017179472,-0.6074017096566194,-0.6836515236203637,0.07670590439042796,42,-0.29306652311919384,-0.31665127459672665,-0.3253064606099229,-0.30769728141868974,-0.3104648511912721,-0.310637278187161,0.010665437745283236,0.6836515236203637
0.6562820911407471,0.004731350355723558,0.029961824417114258,0.001616304853897865,0.1,0.03,300,31,20,"{'l2_regularization': 0.1, 'learning_rate': 0.03, 'max_iter': 300, 'max_leaf_nodes': 31, 'min_samples_leaf': 20}",-0.8113197267749513,-0.7943380295940945,-0.6892832225972791,-0.7169144688552798,-0.5893957907856346,-0.7202502477214481,0.07984437663797851,92,-0.4258188528871833,-0.43454405707564603,-0.47477078822887187,-0.44888376710151,-0.48603047257016446,-0.4540095875726752,0.02304891738824398,0.7202502477214481
0.07866139411926269,0.0007369924745115123,0.006559324264526367,0.000849577559889922,0.1,0.05,100,7,10,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 7, 'min_samples_leaf': 10}",-0.9419624169396658,-0.7703609362655707,-0.7714500395808221,-0.758766231524392,-0.7094843232171524,-0.7904047895055206,0.07909471947776517,143,-0.653008469093471,-0.6703056803658967,-0.666715522264883,-0.676483659142356,-0.6760811056542575,-0.6685188873041727,0.008574876847977484,0.7904047895055206
0.07864089012145996,0.0017475414874892048,0.00627899169921875,0.0002075641532389958,0.1,0.05,100,7,20,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 7, 'min_samples_leaf': 20}",-0.9698040824873867,-0.8671826341847413,-0.7937020745769907,-0.8315381660890845,-0.721583927095104,-0.8367621768866614,0.08218642806799126,158,-0.7201493605463128,-0.7184545016701295,-0.7342166193953851,-0.7505777226391577,-0.7401096089703663,-0.7327015626442703,0.012143048772037014,0.8367621768866614
0.1415130615234375,0.0017891857226394502,0.007909059524536133,0.00032687971479938805,0.1,0.05,100,15,10,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 15, 'min_samples_leaf': 10}",-0.9007985842797469,-0.7087860290268614,-0.728191952415094,-0.654724963534882,-0.6404525568961725,-0.7265908172305513,0.09300797926840987,104,-0.526580905570603,-0.5310411468337464,-0.5391780246230727,-0.5421626365723093,-0.5366013337339764,-0.5351128094667417,0.005618070161001619,0.7265908172305513
0.13477654457092286,0.0015894626534686106,0.007959794998168946,0.00046309440384728926,0.1,0.05,100,15,20,"{'l2_regularization': 0.1, 'learning_rate': 0.05, 'max_iter': 100, 'max_leaf_nodes': 15, 'min_samples_leaf': 20}",-0.9087427667699489,-0.8269714193009463,-0.7370209627125109,-0.7377606019349916,-0.6427601215177178,-0.7706511744472231,0.09034396512388716,134,-0.6176449500131267,-0.6155001274379207,-0.6407965618370204,-0.6323890854079514,-0.648815424157239,-0.6310292297706516,0.012914260781745155,0.7706511744472231
