mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_min_child_samples,param_n_estimators,param_num_leaves,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,CV_RMSE
0.026377534866333006,0.0013021427400750428,0.0022216796875,0.00013973302669194668,0.8,0.01,10,100,7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'min_child_samples': 10, 'n_estimators': 100, 'num_leaves': 7}",-1.2870458716383624,-1.2491885446938307,-1.1434571333395993,-1.1988117285394673,-1.2660732646863377,-1.2289153085795195,0.051730465709648676,215,-1.2107358132405985,-1.218863143880155,-1.229468386434448,-1.2235497634863575,-1.2147833131985881,-1.2194800840480293,0.006560960582565205,1.2289153085795195
0.04372305870056152,0.0009214800221162348,0.0025764942169189454,5.544297823415215e-05,0.8,0.01,10,100,15,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'min_child_samples': 10, 'n_estimators': 100, 'num_leaves': 15}",-1.2593261265622053,-1.2158409570816535,-1.1075004362369416,-1.160730843874855,-1.2342023420097887,-1.195520141153089,0.05465933709036002,210,-1.1649836586084632,-1.1731500809793913,-1.1872633222623672,-1.176781903222922,-1.1713099106120317,-1.174697775137035,0.007354911387819427,1.195520141153089
0.06829361915588379,0.005049307615239546,0.00306243896484375,3.289913775149572e-05,0.8,0.01,10,100,31,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'min_child_samples': 10, 'n_estimators': 100, 'num_leaves': 31}",-1.2510048633233806,-1.1964059464416206,-1.085064964078381,-1.1498384435377629,-1.2200017841498558,-1.1804632003062001,0.05802119645514807,203,-1.1313805668551429,-1.1371797395650451,-1.151406591975153,-1.1400611733783879,-1.1372915292362933,-1.1394639202020045,0.006606988503974285,1.1804632003062001
0.04183926582336426,0.0005085564441192262,0.003126049041748047,0.00013035890710008755,0.8,0.01,10,200,7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'min_child_samples': 10, 'n_estimators': 200, 'num_leaves': 7}",-0.9427441524547673,-0.8561732469036928,-0.8071081820704533,-0.8274771247403508,-0.9190738900310583,-0.8705153192400645,0.05225588084333494,197,-0.8330582830432406,-0.8534307128364698,-0.854785894641924,-0.8542489414429606,-0.8388464405273791,-0.8468740544983948,0.009113660816958632,0.8705153192400645
0.07245841026306152,0.0011438945427708126,0.003937864303588867,7.40690360928242e-05,0.8,0.01,10,200,15,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'min_child_samples': 10, 'n_estimators': 200, 'num_leaves': 15}",-0.9158338124245082,-0.8287433718899819,-0.7722493053303751,-0.7989351550647181,-0.8888109736958093,-0.8409145236810784,0.05391156886297219,191,-0.7710788185120491,-0.7879967123445203,-0.7946029907295943,-0.786231510340287,-0.7761391720591404,-0.7832098407971182,0.008473541756625527,0.8409145236810784
0.12681794166564941,0.005596391621336833,0.005135917663574218,0.00029280451955952195,0.8,0.01,10,200,31,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'min_child_samples': 10, 'n_estimators': 200, 'num_leaves': 31}",-0.9094315484788551,-0.8109575690039457,-0.7484979296783277,-0.7869983620197488,-0.8675172502826894,-0.8246805318927134,0.057323247939633275,182,-0.7055943390669251,-0.7214636791526554,-0.723972469462696,-0.718313729245149,-0.7086963584909027,-0.7156081150836657,0.007205810045316439,0.8246805318927134
0.062127304077148435,0.0027680852197918314,0.00426936149597168,0.00021208562193462128,0.8,0.01,10,300,7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'min_child_samples': 10, 'n_estimators': 300, 'num_leaves': 7}",-0.8642431974796322,-0.7624019863016815,-0.7474979180260828,-0.7539009365638614,-0.8418652868078045,-0.7939818650358125,0.04897755366494914,172,-0.7402763349403674,-0.7611796212892425,-0.7623908352220605,-0.7599514172640937,-0.7448510927180269,-0.7537298602867581,0.009263358514403285,0.7939818650358125
0.10496525764465332,0.004341926616014122,0.005582094192504883,0.0001852435339918507,0.8,0.01,10,300,15,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'min_child_samples': 10, 'n_estimators': 300, 'num_leaves': 15}",-0.8433008341427312,-0.743667688029301,-0.71607463585312,-0.735932383990448,-0.81459422449164,-0.770713953301448,0.049236260032861606,131,-0.6662926679138265,-0.6850880991400738,-0.6880993981476452,-0.6811686445577195,-0.6708461252208168,-0.6782989869960164,0.008367459393514718,0.770713953301448
0.17319302558898925,0.000483049418875148,0.007646799087524414,0.0006202767695493612,0.8,0.01,10,300,31,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'min_child_samples': 10, 'n_estimators': 300, 'num_leaves': 31}",-0.836547072459415,-0.7321455050656881,-0.7043321556397252,-0.7300657859883156,-0.7948397259396295,-0.7595860490185546,0.048668764070691026,48,-0.5797628266437486,-0.5987538664782793,-0.5987993014117533,-0.5938037649885936,-0.584128510678551,-0.5910496540401852,0.007775496754553054,0.7595860490185546
0.022265100479125978,0.0004368980382810939,0.00188751220703125,7.421498187124203e-05,0.8,0.01,20,100,7,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'min_child_samples': 20, 'n_estimators': 100, 'num_leaves': 7}",-1.2870458716383624,-1.2491885446938307,-1.1434571333395993,-1.1988117285394673,-1.2660732646863377,-1.2289153085795195,0.051730465709648676,215,-1.2107358132405985,-1.218863143880155,-1.229468386434448,-1.2235497634863575,-1.2147833131985881,-1.2194800840480293,0.006560960582565205,1.2289153085795195
