mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,CV_RMSE
0.051054763793945315,0.002804244804526579,0.003140687942504883,0.0003960079632565075,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-1.3210967778559597,-1.2861315247392167,-1.1778232835877251,-1.2447691496956013,-1.296136097187539,-1.2651913666132084,0.05014325568660021,324,-1.24338814297884,-1.2517655123222957,-1.26402971607357,-1.2555243124023474,-1.2476619779427478,-1.2524739323439602,0.007057609915260201,1.2651913666132084
0.04944634437561035,0.002359136976047778,0.0038517475128173827,0.0007969536443384722,0.8,0.01,3,100,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",-1.3179993861809507,-1.2829159872003382,-1.1773679898379212,-1.2446550422867961,-1.2956375580613562,-1.2637151927134727,0.04930235361007496,323,-1.24159354587715,-1.2493279412420906,-1.2626271661905466,-1.2540727890504275,-1.246063193684099,-1.2507369272088629,0.007210217832489335,1.2637151927134727
0.04096941947937012,0.0027532985614530862,0.003539705276489258,0.0005779504102279858,0.8,0.01,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-1.3147034439360437,-1.2747339605948431,-1.1720879717353716,-1.2365447808362038,-1.2919234019927086,-1.257998711819034,0.049974605982976,322,-1.236475092971804,-1.2436688817296002,-1.256307513824406,-1.247428092374669,-1.2413213060073673,-1.2450401773815691,0.006659221208815908,1.257998711819034
0.09735751152038574,0.00871472861720085,0.004792642593383789,0.0013560603038554602,0.8,0.01,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",-0.9574566395143609,-0.8686384381223051,-0.8202206662055195,-0.8550063528228918,-0.932807922061641,-0.8868260037453437,0.05075937792781773,297,-0.8459935970768558,-0.866862267653522,-0.8686700269197589,-0.8627556411665664,-0.8508699504439884,-0.8590302966521384,0.008996545417027728,0.8868260037453437
0.1056715965270996,0.01442084936142596,0.004668474197387695,0.0008374997542084724,0.8,0.01,3,200,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.9}",-0.9552103942104849,-0.8680260461239873,-0.8201276432565336,-0.8536031837813067,-0.9330594668991498,-0.8860053468542924,0.05043105402555446,296,-0.8462241737383649,-0.8649593782976199,-0.8678055401176344,-0.8624082045338762,-0.8502685866593546,-0.85833317666937,0.008507686329707644,0.8860053468542924
0.08415985107421875,0.008152042083095766,0.004166936874389649,0.0007563257041689396,0.8,0.01,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-0.953194247128713,-0.8629908000219052,-0.8190093373933297,-0.8500933714602169,-0.9282815355037756,-0.8827138583015881,0.05011039730165396,295,-0.84197216901269,-0.8600845457067132,-0.8644089746279758,-0.8583171524985771,-0.8458098155926522,-0.8541185314877217,0.008668146806286185,0.8827138583015881
0.16186347007751464,0.011742644291872755,0.0037235260009765626,0.00040946713944900193,0.8,0.01,3,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",-0.8698321147774493,-0.7614149069279401,-0.7480083060766632,-0.7702923958191549,-0.8439502916607077,-0.798699603052383,0.048732298572524736,264,-0.741680065651288,-0.7665428668636081,-0.7648855146194855,-0.7597394703786758,-0.7474104036577842,-0.7560516642341684,0.009827679172398924,0.798699603052383
0.14332857131958007,0.012416070833007909,0.003939962387084961,0.0002917398146466458,0.8,0.01,3,300,0.9,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",-0.8686735622690488,-0.7621481487677595,-0.7501418104550612,-0.7691756342757586,-0.8445704904641134,-0.7989419292463483,0.04809518153628775,267,-0.7419436835353572,-0.7650686915216404,-0.7648697813468116,-0.759222596255854,-0.7473883517199962,-0.7556986208759319,0.009408354643121432,0.7989419292463483
0.11269521713256836,0.018429522554809546,0.004577255249023438,0.0009113675800228727,0.8,0.01,3,300,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0}",-0.8706845353130148,-0.7634275444600994,-0.7537527035467125,-0.7717339856194362,-0.8448665021201375,-0.8008930542118801,0.04749872275799604,270,-0.7431949615894926,-0.7647147775159078,-0.7651621358597765,-0.7602378063709888,-0.7477446573312526,-0.7562108677334837,0.009052606793301657,0.8008930542118801
0.07826032638549804,0.012355559957556628,0.004360198974609375,0.001076177563192249,0.8,0.01,4,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'subsample': 0.8}",-1.298168347670472,-1.267661612048012,-1.1525265536166354,-1.2213032256480159,-1.2756404346561352,-1.243060034727854,0.05171714641192006,318,-1.2092777023448467,-1.2173126327464534,-1.2323538953089106,-1.2219234618754016,-1.2147569782580478,-1.2191249341067318,0.007773913043629526,1.243060034727854
