worst_rank,target_task_id,target_sn,target_actual_start_time,target_actual_duration_min,target_prediction_min,target_signed_error_min,target_absolute_error_min,neighbor_rank,neighbor_task_id,neighbor_sn,neighbor_actual_start_time,neighbor_actual_duration_min,feature_rms_z_distance,feature_similarity_score,mean_abs_z_feature_diff,max_abs_z_feature_diff,label_diff_min,absolute_label_diff_min,label_gap_per_feature_distance,is_close_features_large_label_gap,top_feature_differences,target_planned_total_distance_m,neighbor_planned_total_distance_m,target_endpoint_altitude_change_m,neighbor_endpoint_altitude_change_m,target_planned_cumulative_ascent_m,neighbor_planned_cumulative_ascent_m,target_similar_task_duration_min,neighbor_similar_task_duration_min,target_similar_task_actual_distance_km,neighbor_similar_task_actual_distance_km,target_similar_top3_duration_mean_sec,neighbor_similar_top3_duration_mean_sec,target_similar_top3_od_distance_mean_m,neighbor_similar_top3_od_distance_mean_m,target_fleet_prev60m_speed_mean,neighbor_fleet_prev60m_speed_mean,target_fleet_prev60m_speed_min,neighbor_fleet_prev60m_speed_min
1,8101229803258113,TLE00900AR1450052,2026-07-06 07:39:59.114,30.88328333333335,22.091098424305095,-8.792184909028254,8.792184909028254,1,8098279219396865,TLE00860VR1450018,2026-07-04 05:38:31.011,20.883833333333357,0.4237553589294934,0.7023678567586846,0.32171817791136387,0.9381323372512747,-9.999449999999992,9.999449999999992,23.5972237029898,True,planned_slope_mean: 0.04555 → 0.04108 (|Δz|=0.938) | planned_total_distance_m: 4275 → 4652 (|Δz|=0.761) | fleet_prev60m_speed_mean: 3.021 → 3.184 (|Δz|=0.727) | similar_task_actual_distance_km: 4.375 → 4.75 (|Δz|=0.565) | straight_line_distance_m: 2845 → 2713 (|Δz|=0.349),4274.707549237683,4652.275236169459,189.35169999999994,186.3823,176.8589999999997,179.97500000000002,21.59970000000003,21.13338333333333,4.375,4.75,1292.6743333333322,1276.449,52.64816036546268,40.65175355476574,3.0210305440710457,3.1843119427460804,0.0,0.0
1,8101229803258113,TLE00900AR1450052,2026-07-06 07:39:59.114,30.88328333333335,22.091098424305095,-8.792184909028254,8.792184909028254,2,8091322018169089,TLE00900AR1450052,2026-06-29 07:41:19.175,21.900600000000015,0.5364318196027483,0.6508586891011895,0.38621905438369747,1.4011468094560369,-8.982683333333334,8.982683333333334,16.745247028756445,True,straight_line_distance_m: 2845 → 2317 (|Δz|=1.401) | planned_slope_mean: 0.04555 → 0.04071 (|Δz|=1.016) | planned_cumulative_ascent_m: 176.9 → 164.9 (|Δz|=0.638) | fleet_prev60m_speed_mean: 3.021 → 3.131 (|Δz|=0.491) | endpoint_altitude_change_m: 189.4 → 180.4 (|Δz|=0.385),4274.707549237683,4304.747491903709,189.35169999999994,180.3757999999999,176.8589999999997,164.94999999999993,21.59970000000003,22.18343333333331,4.375,4.625,1292.6743333333322,1339.0139999999994,52.64816036546268,39.04164206741657,3.0210305440710457,3.131377242210073,0.0,0.0
1,8101229803258113,TLE00900AR1450052,2026-07-06 07:39:59.114,30.88328333333335,22.091098424305095,-8.792184909028254,8.792184909028254,3,8097319905050881,TLE00900CR1450050,2026-07-03 13:22:40.007,23.533266666666705,0.5589871356981182,0.6414421114207576,0.2872283472917443,1.8712129803118664,-7.350016666666644,7.350016666666644,13.148811837122546,True,vehicle_prev1_duration_sec: 949 → 1259 (|Δz|=1.871) | similar_top3_od_distance_mean_m: 52.65 → 105.1 (|Δz|=0.841) | fleet_prev60m_speed_mean: 3.021 → 2.9 (|Δz|=0.537) | endpoint_altitude_change_m: 189.4 → 183.7 (|Δz|=0.243) | similar_top3_duration_mean_sec: 1293 → 1260 (|Δz|=0.202),4274.707549237683,4267.15727562225,189.35169999999994,183.69259999999997,176.8589999999997,176.7890000000001,21.59970000000003,21.184049999999992,4.375,4.375,1292.6743333333322,1260.0166666666664,52.64816036546268,105.05588663487913,3.0210305440710457,2.9002683030908556,0.0,0.0
1,8101229803258113,TLE00900AR1450052,2026-07-06 07:39:59.114,30.88328333333335,22.091098424305095,-8.792184909028254,8.792184909028254,4,8097132071682305,TLE00900JR1450046,2026-07-03 10:11:36.137,20.600049999999975,0.5735428798762491,0.6355085792632768,0.3344032765955847,1.9243257130140168,-10.283233333333374,10.283233333333374,17.92931913922834,True,fleet_prev60m_speed_min: 0 → 0.001 (|Δz|=1.924) | fleet_prev60m_speed_mean: 3.021 → 3.19 (|Δz|=0.750) | similar_task_energy_soc_delta_pct: 18.4 → 19.6 (|Δz|=0.494) | similar_task_actual_distance_km: 4.375 → 4.625 (|Δz|=0.377) | endpoint_altitude_change_m: 189.4 → 183.2 (|Δz|=0.266),4274.707549237683,4192.111499233494,189.35169999999994,183.1648,176.8589999999997,177.0279999999999,21.59970000000003,21.2838833333333,4.375,4.625,1292.6743333333322,1261.999999999999,52.64816036546268,69.15585904561878,3.0210305440710457,3.189534370950715,0.0,0.001
1,8101229803258113,TLE00900AR1450052,2026-07-06 07:39:59.114,30.88328333333335,22.091098424305095,-8.792184909028254,8.792184909028254,5,8069143529931009,TLE00900VR1450048,2026-06-13 15:40:11.082,20.816449999999943,0.5760513814759619,0.6344970803321821,0.44964998683976787,1.435647194459357,-10.066833333333406,10.066833333333406,17.47558231270987,True,straight_line_distance_m: 2845 → 2304 (|Δz|=1.436) | vehicle_prev1_duration_sec: 949 → 827 (|Δz|=0.736) | planned_slope_mean: 0.04555 → 0.04212 (|Δz|=0.719) | endpoint_altitude_change_m: 189.4 → 174.1 (|Δz|=0.655) | planned_total_distance_m: 4275 → 3979 (|Δz|=0.596),4274.707549237683,3978.826785365346,189.35169999999994,174.08770000000004,176.8589999999997,166.32199999999978,21.59970000000003,20.132416666666668,4.375,4.375,1292.6743333333322,1239.9903333333334,52.64816036546268,39.607080388028514,3.0210305440710457,3.1185275436211226,0.0,0.0
2,8101232387588353,TLE00860VR1450018,2026-07-06 07:42:37.144,23.78346666666666,15.670646205093616,-8.112820461573042,8.112820461573042,1,8093299765756161,TLE00900AR1450052,2026-06-30 17:13:11.118,17.79891666666667,0.380882836266855,0.7241744004172346,0.2534606222508326,0.9181785997236516,-5.984549999999988,5.984549999999988,15.712312107986612,True,fleet_prev60m_speed_mean: 2.959 → 3.166 (|Δz|=0.918) | similar_task_duration_min: 15.49 → 17.5 (|Δz|=0.729) | similar_top3_od_distance_mean_m: 43.38 → 80.24 (|Δz|=0.592) | vehicle_prev1_duration_sec: 1039 → 957.1 (|Δz|=0.494) | planned_slope_mean: 0.04003 → 0.03838 (|Δz|=0.346),3499.8998208308667,3546.382210478076,131.9828,128.11119999999994,132.02200000000005,132.35000000000025,15.49373333333334,17.498750000000015,3.375,3.375,931.0729999999998,947.0303333333331,43.38341148091976,80.24350789024267,2.959483138337175,3.165839703363016,0.001,0.001
2,8101232387588353,TLE00860VR1450018,2026-07-06 07:42:37.144,23.78346666666666,15.670646205093616,-8.112820461573042,8.112820461573042,2,8095620961288449,TLE00900CR1450050,2026-07-02 08:34:25.012,15.24919999999998,0.4008255084368199,0.7138647847124794,0.306594010692402,0.823745898150808,-8.534266666666678,8.534266666666678,21.291725419246593,True,similar_task_energy_soc_delta_pct: 14 → 12 (|Δz|=0.824) | endpoint_altitude_change_m: 132 → 116.7 (|Δz|=0.657) | planned_cumulative_ascent_m: 132 → 120 (|Δz|=0.645) | planned_slope_mean: 0.04003 → 0.03735 (|Δz|=0.562) | fleet_prev60m_speed_mean: 2.959 → 3.054 (|Δz|=0.422),3499.8998208308667,3364.008157591527,131.9828,116.66989999999998,132.02200000000005,119.98700000000031,15.49373333333334,15.482349999999977,3.375,3.125,931.0729999999998,932.9539999999998,43.38341148091976,62.92657153248007,2.959483138337175,3.054282454280606,0.001,0.001
2,8101232387588353,TLE00860VR1450018,2026-07-06 07:42:37.144,23.78346666666666,15.670646205093616,-8.112820461573042,8.112820461573042,3,8095522099249409,TLE00860CR1450020,2026-07-02 06:53:51.045,16.500183333333318,0.4120217436762461,0.7082043916664246,0.30574045040382747,0.8762567996999981,-7.28328333333334,7.28328333333334,17.676939251672888,True,similar_top3_od_distance_mean_m: 43.38 → 97.97 (|Δz|=0.876) | endpoint_altitude_change_m: 132 → 115.9 (|Δz|=0.689) | planned_cumulative_ascent_m: 132 → 119.9 (|Δz|=0.652) | planned_slope_mean: 0.04003 → 0.03721 (|Δz|=0.592) | similar_task_energy_soc_delta_pct: 14 → 12.8 (|Δz|=0.494),3499.8998208308667,3392.0927139085716,131.9828,115.93420000000003,132.02200000000005,119.85599999999977,15.49373333333334,15.466016666666679,3.375,3.25,931.0729999999998,964.559666666667,43.38341148091976,97.97412974271657,2.959483138337175,3.0402141724011003,0.001,0.001
2,8101232387588353,TLE00860VR1450018,2026-07-06 07:42:37.144,23.78346666666666,15.670646205093616,-8.112820461573042,8.112820461573042,4,8093539650388225,TLE00860HR1450010,2026-06-30 21:17:12.080,16.28349999999998,0.4232994234262313,0.7025928511885112,0.2638624968576489,1.3241972356363363,-7.49996666666668,7.49996666666668,17.7178759327408,True,fleet_prev60m_speed_mean: 2.959 → 3.257 (|Δz|=1.324) | similar_task_energy_soc_delta_pct: 14 → 12.8 (|Δz|=0.494) | planned_slope_mean: 0.04003 → 0.03775 (|Δz|=0.477) | vehicle_prev1_duration_sec: 1039 → 1117 (|Δz|=0.471) | similar_top3_duration_mean_sec: 931.1 → 980.8 (|Δz|=0.307),3499.8998208308667,3615.3900527835267,131.9828,128.09219999999993,132.02200000000005,132.20800000000008,15.49373333333334,15.716566666666655,3.375,3.375,931.0729999999998,980.7546666666664,43.38341148091976,55.849005031600775,2.959483138337175,3.257090589703251,0.001,0.001
2,8101232387588353,TLE00860VR1450018,2026-07-06 07:42:37.144,23.78346666666666,15.670646205093616,-8.112820461573042,8.112820461573042,5,8095520941605121,TLE00900VR1450048,2026-07-02 06:52:41.061,17.36661666666667,0.4285192112538581,0.700025587420884,0.32168443891302445,1.1576659284717774,-6.4168499999999895,6.4168499999999895,14.974474496077137,True,planned_slope_mean: 0.04003 → 0.03451 (|Δz|=1.158) | similar_task_energy_soc_delta_pct: 14 → 12.4 (|Δz|=0.659) | planned_cumulative_ascent_m: 132 → 120.7 (|Δz|=0.607) | similar_task_actual_distance_km: 3.375 → 3.625 (|Δz|=0.377) | planned_cumulative_descent_m: 0.806 → 1.982 (|Δz|=0.311),3499.8998208308667,3600.771312467926,131.9828,128.1855999999999,132.02200000000005,120.70299999999997,15.49373333333334,16.26639999999999,3.375,3.625,931.0729999999998,978.5793333333331,43.38341148091976,38.50030193455288,2.959483138337175,3.0065643285208465,0.001,0.001
