mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__l2_regularization,param_model__learning_rate,param_model__max_iter,param_model__max_leaf_nodes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
1.3318913578987122,0.06186337826731076,0.02213996648788452,0.002830127828284404,0.0,0.03,200,15,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-2.4669016006811346,-1.4247705665092412,-2.13676091858772,-2.5031836629258875,-2.1329041871759955,0.43305001486131095,1,-0.7424731628533593,-1.079510958161482,-1.0373046109911221,-1.188158950240936,-1.011861920561725,0.16498080815494012
0.6034206748008728,0.12325670754922179,0.02036672830581665,0.0007728364697241468,0.0,0.03,200,31,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-2.4727506147558103,-1.4293954644926148,-2.1415651602746864,-2.5327961092042797,-2.1441268371818474,0.4387211208433668,4,-0.6804943834459458,-0.8421114393779221,-0.8105024971214779,-0.9583178733192836,-0.8228565483161574,0.09891932314878762
0.6794729828834534,0.06999129595898568,0.03399217128753662,0.0006988545647878367,0.0,0.03,400,15,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.03, 'model__max_iter': 400, 'model__max_leaf_nodes': 15}",-2.5295307363059374,-1.4223358516506635,-2.122322600978948,-2.5439420860371453,-2.1545328187431734,0.45536054736294584,6,-0.4890276571205207,-0.8339243027372137,-0.8551024722050327,-1.0112411845479101,-0.7973239041526694,0.19071256571640266
1.1202642321586609,0.22689594649642436,0.04390740394592285,0.005047189632985451,0.0,0.03,400,31,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.03, 'model__max_iter': 400, 'model__max_leaf_nodes': 31}",-2.5109521002887143,-1.4563716943360383,-2.1473380876126833,-2.6201739328855087,-2.1837089537807364,0.4549538668380866,10,-0.42684361471497806,-0.5405026037557481,-0.546799042081606,-0.7070922609772028,-0.5553093803823838,0.09979123493854389
0.328698992729187,0.023302654227402093,0.017645418643951416,0.00047597829763734343,0.0,0.08,200,15,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.08, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-2.5658270098803952,-1.40093527564869,-2.157042884875505,-2.579286017360564,-2.1757727969412883,0.47845825368926675,9,-0.37814092644324593,-0.7158572403166656,-0.7644167432445219,-0.90231651799868,-0.6901828570007784,0.19270489120670023
0.5560449361801147,0.12474784547887151,0.02245241403579712,0.0026786578266730474,0.0,0.08,200,31,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.08, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-2.508392944020844,-1.4738073602236765,-2.1425890479725593,-2.6414332787773036,-2.191555657748596,0.45286203399812913,11,-0.3225211698525277,-0.4293505605579198,-0.4312271204498293,-0.5842226855447106,-0.44183038410124686,0.09324488097309559
0.6105378866195679,0.01942724220811624,0.030327558517456055,0.001564794508180522,0.0,0.08,400,15,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.08, 'model__max_iter': 400, 'model__max_leaf_nodes': 15}",-2.6023073474844236,-1.4466937406936813,-2.1780408997176406,-2.6463455599867722,-2.2183468869706293,0.4815811588167397,14,-0.16516676285733894,-0.4040792889954409,-0.4937056387913762,-0.6356050338913806,-0.42463918113388416,0.17104488563976025
1.0344752669334412,0.22922880274992746,0.03794658184051514,0.00491947071530737,0.0,0.08,400,31,"{'model__l2_regularization': 0.0, 'model__learning_rate': 0.08, 'model__max_iter': 400, 'model__max_leaf_nodes': 31}",-2.5561677669107157,-1.5173326554897455,-2.143837091102987,-2.689774053271178,-2.2267778916936565,0.45635919381175843,15,-0.14826461505468444,-0.1945097714931888,-0.18583389191316793,-0.29763718226137353,-0.2065613651806037,0.05538091862418074
0.3493487238883972,0.041665715511873966,0.017539560794830322,0.0015362847554632692,1.0,0.03,200,15,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-2.4869218756758826,-1.4232990802388625,-2.1267564945061888,-2.5028987178473177,-2.134969042067063,0.43754560445484786,2,-0.7594033767704977,-1.091780291116244,-1.0514415074007062,-1.188830002171259,-1.0228637943646768,0.16009555192093505
0.518162727355957,0.11378871038520721,0.01950782537460327,0.0015432680053410529,1.0,0.03,200,31,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.03, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-2.5188186303153874,-1.3906487078309127,-2.1428722381498657,-2.5226094394865624,-2.143737253945682,0.46134945497353197,3,-0.6953275726006942,-0.853622091296223,-0.818944490020189,-0.9656376252052883,-0.8333829447805987,0.09639590021043169
0.6189848780632019,0.05767001867567312,0.03164118528366089,0.0021231233395851323,1.0,0.03,400,15,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.03, 'model__max_iter': 400, 'model__max_leaf_nodes': 15}",-2.530954470635085,-1.4076660766365396,-2.1336291438182786,-2.537897510352324,-2.152536800360557,0.4601338676185503,5,-0.5062083988350343,-0.84797426827608,-0.8664471630468146,-1.0134096815674876,-0.8085098779313541,0.18593297240254333
1.1393895745277405,0.28281285578336324,0.040257394313812256,0.0023392165991361078,1.0,0.03,400,31,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.03, 'model__max_iter': 400, 'model__max_leaf_nodes': 31}",-2.5493178808968717,-1.4077395688465697,-2.150144656501461,-2.585050808722155,-2.173063228741764,0.473694757907286,7,-0.43952400206920156,-0.5567750630057444,-0.550239019305676,-0.7093755509995142,-0.563978408845034,0.09600766548668017
0.3641260862350464,0.03866041229666361,0.018444955348968506,0.001009625670286752,1.0,0.08,200,15,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.08, 'model__max_iter': 200, 'model__max_leaf_nodes': 15}",-2.5291194253801463,-1.469569161303087,-2.1173919930553655,-2.580809180754208,-2.1742224401232018,0.4446995027170824,8,-0.39235582430793736,-0.7246635883887902,-0.7692933700481723,-0.9187637920440321,-0.7012691436972329,0.19229271721042956
0.5315532684326172,0.11185545350882921,0.021364986896514893,0.0020695290276092427,1.0,0.08,200,31,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.08, 'model__max_iter': 200, 'model__max_leaf_nodes': 31}",-2.624160224170354,-1.4332649009468987,-2.109748332462336,-2.656943050766654,-2.206029127086561,0.4961329261225706,13,-0.34041774626578125,-0.43460754030516136,-0.44098914063297845,-0.585846838332519,-0.45046531638411,0.08772099398526623
0.6160068511962891,0.040271302534876506,0.032876789569854736,0.002032487912208273,1.0,0.08,400,15,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.08, 'model__max_iter': 400, 'model__max_leaf_nodes': 15}",-2.562847157348098,-1.507189877005717,-2.0931935328091296,-2.6363691658229147,-2.199899933246465,0.4509627358164722,12,-0.17701416007033804,-0.4287255153762826,-0.5066960720035952,-0.6551481520006849,-0.44189597486272525,0.1732132936976392
1.0022075176239014,0.18294489441183362,0.037051260471343994,0.0019374291761213999,1.0,0.08,400,31,"{'model__l2_regularization': 1.0, 'model__learning_rate': 0.08, 'model__max_iter': 400, 'model__max_leaf_nodes': 31}",-2.679319828066154,-1.473532776402892,-2.1002884526306986,-2.686244460932201,-2.2348463795079865,0.49975521816811147,16,-0.1586300235426879,-0.20064382322780613,-0.18989957859617632,-0.30594540628964084,-0.2137797079140778,0.055404908821443596
