mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
0.07532596588134766,0.010435195526639785,0.0037267208099365234,0.00024253135086072154,0.03,3,200,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",-1.6396863159158603,-1.6137316621669198,-1.760957365916924,-2.709293216894882,-1.9309171402236465,0.4528183030017569,1,-1.133508590797652,-1.2384168922201342,-1.2847585065394362,-1.3691248652304906,-1.2564522136969283,0.08505407081742196
0.07174098491668701,0.006608215238508911,0.003814697265625,0.000167996471117134,0.03,3,200,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",-1.589190439113535,-1.7037474279489382,-1.7586828245873714,-2.722793190018245,-1.9436034704170224,0.45400214268560046,4,-1.175053973207032,-1.290676595873998,-1.3072091919696511,-1.386308933409863,-1.289812173615136,0.07547263193578313
0.15744560956954956,0.02146795194763006,0.005811870098114014,0.0011541397001851562,0.03,3,400,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",-1.6832162702903697,-1.6124373801919338,-1.7802031153754085,-2.7236374068907145,-1.9498735431871066,0.4506849886930365,5,-0.8531248149421916,-1.0363328249807817,-1.1282724113819709,-1.2271516903104085,-1.0612204354038384,0.1377972507393823
0.13188844919204712,0.011479720377032357,0.005246222019195557,0.001322454402940407,0.03,3,400,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",-1.5948279954672258,-1.6778388339346813,-1.7739031421729083,-2.7565969543580553,-1.9507917314832177,0.46952771373987146,6,-0.9191030466189356,-1.1033597851750478,-1.1813890802061817,-1.2694900358354075,-1.1183354869588933,0.12917167858628156
0.1834309697151184,0.017054306253017317,0.003405630588531494,0.000156577975711579,0.03,5,200,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",-1.6063960871665837,-1.6266493807481421,-1.8076652394531285,-2.705981303779961,-1.9366730027869536,0.4510198865324324,2,-0.6550771263032644,-0.8289079311554289,-0.9510089558843229,-1.0654621436016023,-0.8751140392361546,0.15210496925277933
0.15834170579910278,0.009840803341558168,0.003317713737487793,0.00020912615586442625,0.03,5,200,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",-1.6550573563445208,-1.5992900161458483,-1.7758003568458491,-2.735880788775497,-1.941507129527929,0.4630481266206222,3,-0.6632535353892649,-0.8637449697666931,-1.00034922000862,-1.0989232766659693,-0.9065677504576368,0.16342522012718008
0.35314106941223145,0.0406181080904732,0.005150437355041504,0.0009059403665946324,0.03,5,400,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}",-1.6435136992290469,-1.6426287297322768,-1.815968374015415,-2.729365258727094,-1.9578690154259584,0.45098169253473663,8,-0.32674198564282786,-0.5285798299271481,-0.6732847442948647,-0.7891746643079184,-0.5794453060431898,0.17265464712208325
0.3112131357192993,0.026465231262184648,0.006128132343292236,0.0010139807259001647,0.03,5,400,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 1.0}",-1.6873521518106591,-1.6329632275687702,-1.7802349717831507,-2.748853873650523,-1.9623510562032758,0.45713064027875827,9,-0.37809295784836877,-0.5958076157540645,-0.7759505016481228,-0.900902565407886,-0.6626884101646106,0.19687679984292134
0.07754647731781006,0.007642225684222258,0.0032782554626464844,0.00019574622719238297,0.08,3,200,0.8,"{'model__learning_rate': 0.08, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",-1.6603672741456899,-1.623832274723856,-1.7850704276432592,-2.734126326947153,-1.9508490758649897,0.45615936843052046,7,-0.6941940527917945,-0.9308363058234378,-1.058315649581753,-1.1633709578096718,-0.9616792415016644,0.17501268286491203
0.06299841403961182,0.0050925856350300044,0.003150343894958496,0.00011209648269352131,0.08,3,200,1.0,"{'model__learning_rate': 0.08, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",-1.650398263096206,-1.7019702781345638,-1.782525057007376,-2.778021335348166,-1.978228733396578,0.4641550620347305,12,-0.788631034770748,-0.9853051113323893,-1.1032535173500388,-1.1917567277830214,-1.0172365978090494,0.15094395441199446
0.1394946575164795,0.014469184713069587,0.003932833671569824,0.00015909554949696884,0.08,3,400,0.8,"{'model__learning_rate': 0.08, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",-1.6867800403043396,-1.6642322970643595,-1.8261943426644078,-2.7658766998251543,-1.9857708449645655,0.45464611070899547,13,-0.383119769757834,-0.6489224401197458,-0.8140009472763281,-0.9419129709027048,-0.6969890320141532,0.20886828098090607
0.1226302981376648,0.00986746297738803,0.00404125452041626,0.0003189636683428632,0.08,3,400,1.0,"{'model__learning_rate': 0.08, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",-1.6771413024116646,-1.7395957957875896,-1.8147417903089025,-2.8257823722460516,-2.014315315188552,0.47102693812414054,16,-0.4546060929059742,-0.7236877466156617,-0.886585150254613,-0.9946653604148552,-0.764886087547776,0.20345770719827844
0.20122528076171875,0.033144828893899844,0.00445789098739624,0.0004093587424131304,0.08,5,200,0.8,"{'model__learning_rate': 0.08, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",-1.6561554187795287,-1.6741025124327369,-1.8112388366630272,-2.7490550959241213,-1.9726379659498534,0.45226039466277396,10,-0.2025100168750786,-0.3980123444682394,-0.5578237818739892,-0.6972476042934457,-0.4638984368776882,0.18434932034777649
